archetype,hash16,score_final,formula_percent,source,gate_status,gate_reason,material_score,canvas_score,stagekeeper_score,demiurge_score,scene_viability,birth_readiness,containment_integrity,hypothesis_visibility,expert_gate,final_priority,creative_potential,safe_containment,signal_clarity,process_tags,components_json
LAPIS_STAGEKEEPER,ebf6da43cb6db5a7,0.7727392,SIGNAL_CLARITY_GATE=23.57%; REPRODUCIBLE_SCENE_PROTOCOL=21.2%; SAFE_CONTAINMENT_MATRIX=18.4%; CLEAN_CANVAS_SURFACE=15.83%; LOW_NOISE_MEMORY_FIELD=12.27%; CREATIVE_POTENTIAL_SEED=8.73%,random,PASSED,OK,0.816543,0.873643,0.880262,0.047151,0.855149,0.768557,0.806773,0.85992,0.901873,0.772739,0.7089,0.76314,0.89645,CLEAN_CANVAS EXPERT_VALIDATION_REQUIRED LOW_HAZARD_GATE LOW_NOISE_FIELD REPRODUCIBLE_SCENE SAFE_CONTAINMENT SAFE_STAGE,"{""CLEAN_CANVAS_SURFACE"": 0.15826282766850644, ""SIGNAL_CLARITY_GATE"": 0.23574776255423233, ""SAFE_CONTAINMENT_MATRIX"": 0.18401603160457847, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.21204108461181825, ""LOW_NOISE_MEMORY_FIELD"": 0.12267816747638548, ""CREATIVE_POTENTIAL_SEED"": 0.08725412608447904}"
LAPIS_LOWHAZARD,f5e32affc2503768,0.36284449,REPRODUCIBLE_SCENE_PROTOCOL=61.37%; SAFE_CONTAINMENT_MATRIX=29.73%; GLYCEROL_SAFE_TOKEN=4.1%; CLAY_PLATELET_BARRIER=2.76%; HYDROXYAPATITE_SAFE=2.03%,mutated,PASSED,OK,0.624619,0.849453,0.916759,0.0245,0.866076,0.778166,0.868676,0.829417,0.930932,0.362844,0.541057,0.906526,0.822216,BIOMINERALIZED EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LOW_HAZARD_GATE RULE_REWRITE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CLAY_PLATELET_BARRIER"": 0.027639122038526625, ""GLYCEROL_SAFE_TOKEN"": 0.04099960684405055, ""HYDROXYAPATITE_SAFE"": 0.020321434604295616, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6136945923711967, ""SAFE_CONTAINMENT_MATRIX"": 0.2973452441419306}"
LAPIS_LOWHAZARD,d7cb203378d84520,0.36279525,REPRODUCIBLE_SCENE_PROTOCOL=57.39%; SAFE_CONTAINMENT_MATRIX=34.75%; GLYCEROL_SAFE_TOKEN=3.04%; HYDROXYAPATITE_SAFE=2.46%; BACTERIAL_CELLULOSE_MATRIX=2.37%,mutated,PASSED,OK,0.623807,0.84734,0.917294,0.0245,0.865845,0.77822,0.872283,0.826463,0.931731,0.362795,0.543427,0.917158,0.814671,BIOMINERALIZED EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LOW_HAZARD_GATE RULE_REWRITE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""GLYCEROL_SAFE_TOKEN"": 0.03037039675162764, ""HYDROXYAPATITE_SAFE"": 0.024625390485326026, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5738740210550048, ""SAFE_CONTAINMENT_MATRIX"": 0.34745420063163296, ""BACTERIAL_CELLULOSE_MATRIX"": 0.02367599107640848}"
LAPIS_LOWHAZARD,c06f86772a4c0c36,0.35061851,REPRODUCIBLE_SCENE_PROTOCOL=57.69%; SAFE_CONTAINMENT_MATRIX=26.01%; CLEAN_CANVAS_SURFACE=5.97%; GLYCEROL_SAFE_TOKEN=4.65%; HYDROXYAPATITE_SAFE=3.34%; CLAY_PLATELET_BARRIER=2.34%,mutated,PASSED,OK,0.623322,0.846725,0.902519,0.0245,0.858189,0.772304,0.856042,0.827471,0.925319,0.350619,0.547072,0.867212,0.809044,BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LOW_HAZARD_GATE RULE_REWRITE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CLAY_PLATELET_BARRIER"": 0.023433055669732465, ""GLYCEROL_SAFE_TOKEN"": 0.04652516423991746, ""HYDROXYAPATITE_SAFE"": 0.03335025221436139, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5768892426736898, ""SAFE_CONTAINMENT_MATRIX"": 0.2601320860743811, ""CLEAN_CANVAS_SURFACE"": 0.059670199127917926}"
LAPIS_LOWHAZARD,7adaddf21f29ac6f,0.34974811,REPRODUCIBLE_SCENE_PROTOCOL=59.12%; SAFE_CONTAINMENT_MATRIX=30.13%; GLYCEROL_SAFE_TOKEN=5.53%; HYDROXYAPATITE_SAFE=3.81%; CLAY_PLATELET_BARRIER=1.41%,mutated,PASSED,OK,0.624953,0.83518,0.908605,0.0245,0.855669,0.770568,0.864494,0.814396,0.928978,0.349748,0.529238,0.890387,0.801861,BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LOW_HAZARD_GATE RULE_REWRITE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CLAY_PLATELET_BARRIER"": 0.014114470649909484, ""GLYCEROL_SAFE_TOKEN"": 0.05527709393093669, ""HYDROXYAPATITE_SAFE"": 0.03811750895708727, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5911579692053122, ""SAFE_CONTAINMENT_MATRIX"": 0.3013329572567545}"
LAPIS_LOWHAZARD,226c63d42f9059fb,0.34576941,REPRODUCIBLE_SCENE_PROTOCOL=51.35%; SAFE_CONTAINMENT_MATRIX=39.19%; GLYCEROL_SAFE_TOKEN=5.7%; CLAY_PLATELET_BARRIER=1.92%; HYDROXYAPATITE_SAFE=1.84%,mutated,PASSED,OK,0.623945,0.827385,0.905986,0.0245,0.851977,0.768305,0.8692,0.805338,0.929211,0.345769,0.529958,0.899921,0.782367,BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LOW_HAZARD_GATE RULE_REWRITE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CLAY_PLATELET_BARRIER"": 0.01921622719526188, ""GLYCEROL_SAFE_TOKEN"": 0.057002606302191186, ""HYDROXYAPATITE_SAFE"": 0.01844523285407341, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5134586146072011, ""SAFE_CONTAINMENT_MATRIX"": 0.39187731904127243}"
LAPIS_PURIFIER,975d3f592a52a6b9,0.27534262,REPRODUCIBLE_SCENE_PROTOCOL=61.64%; CLEAN_CANVAS_SURFACE=25.08%; SIGNAL_CLARITY_GATE=4.89%; ALGINATE_HYDROGEL=4.35%; BIOBASED_ION_EXCHANGE_TOKEN=4.04%,mutated,PASSED,OK,0.477423,0.904385,0.89115,0.0245,0.87505,0.781825,0.815158,0.889508,0.908962,0.275343,0.624024,0.784109,0.881339,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.043535393502528885, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.04035080612677714, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6163675286091217, ""SIGNAL_CLARITY_GATE"": 0.04894626675800944, ""CLEAN_CANVAS_SURFACE"": 0.2508000050035629}"
LAPIS_PURIFIER,8ee72512451434d7,0.27440752,REPRODUCIBLE_SCENE_PROTOCOL=61.91%; CLEAN_CANVAS_SURFACE=25.19%; BIOBASED_ION_EXCHANGE_TOKEN=4.47%; ALGINATE_HYDROGEL=4.37%; SIGNAL_CLARITY_GATE=4.06%,mutated,PASSED,OK,0.478365,0.902149,0.889404,0.0245,0.873423,0.780679,0.814792,0.887345,0.908391,0.274408,0.620415,0.783262,0.876973,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.043726522436699014, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.04471654477855907, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6190735032040979, ""SIGNAL_CLARITY_GATE"": 0.04058236326145497, ""CLEAN_CANVAS_SURFACE"": 0.251901066319189}"
LAPIS_PURIFIER,55610abfb80c65d3,0.2716327,REPRODUCIBLE_SCENE_PROTOCOL=61.89%; CLEAN_CANVAS_SURFACE=22.72%; SIGNAL_CLARITY_GATE=6.01%; BIOBASED_ION_EXCHANGE_TOKEN=5.01%; ALGINATE_HYDROGEL=4.37%,mutated,PASSED,OK,0.478784,0.896726,0.88697,0.0245,0.870062,0.77827,0.813259,0.883295,0.90773,0.271633,0.614509,0.779514,0.875283,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.043714153291381466, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05007335288690121, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6188983827120795, ""SIGNAL_CLARITY_GATE"": 0.06006799453421084, ""CLEAN_CANVAS_SURFACE"": 0.22724611657542695}"
LAPIS_PURIFIER,b89bc192b7e7e54c,0.26923441,REPRODUCIBLE_SCENE_PROTOCOL=61.0%; CLEAN_CANVAS_SURFACE=23.7%; SIGNAL_CLARITY_GATE=5.54%; ALGINATE_HYDROGEL=4.92%; BIOBASED_ION_EXCHANGE_TOKEN=4.85%,mutated,PASSED,OK,0.478669,0.893007,0.88341,0.0245,0.867253,0.77644,0.811967,0.880628,0.907024,0.269234,0.613479,0.774479,0.869651,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.04919844478843128, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.04847982219411803, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6099672533693912, ""SIGNAL_CLARITY_GATE"": 0.055387012105972785, ""CLEAN_CANVAS_SURFACE"": 0.2369674675420868}"
LAPIS_PURIFIER,4cfe0062468e09dc,0.26647023,REPRODUCIBLE_SCENE_PROTOCOL=60.52%; CLEAN_CANVAS_SURFACE=24.62%; BIOBASED_ION_EXCHANGE_TOKEN=6.02%; SIGNAL_CLARITY_GATE=4.56%; ALGINATE_HYDROGEL=4.27%,mutated,PASSED,OK,0.480998,0.888683,0.879258,0.0245,0.863353,0.773428,0.809319,0.876152,0.904936,0.26647,0.610882,0.768653,0.862988,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.042745482332370056, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.06022125035618826, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6051840855160151, ""SIGNAL_CLARITY_GATE"": 0.045599720831776804, ""CLEAN_CANVAS_SURFACE"": 0.24624946096364983}"
LAPIS_PURIFIER,25fd7c467faa65d4,0.2664195,REPRODUCIBLE_SCENE_PROTOCOL=61.62%; CLEAN_CANVAS_SURFACE=23.38%; ALGINATE_HYDROGEL=6.0%; BIOBASED_ION_EXCHANGE_TOKEN=4.54%; SIGNAL_CLARITY_GATE=4.46%,mutated,PASSED,OK,0.477673,0.886911,0.881488,0.0245,0.864114,0.774414,0.812464,0.875593,0.907314,0.26642,0.606756,0.775542,0.863035,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.06001360942324392, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.04540221035114556, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6161877445106015, ""SIGNAL_CLARITY_GATE"": 0.04456249447376548, ""CLEAN_CANVAS_SURFACE"": 0.23383394124124351}"
LAPIS_PURIFIER,e0bcac599b95504f,0.26602932,REPRODUCIBLE_SCENE_PROTOCOL=59.91%; CLEAN_CANVAS_SURFACE=23.9%; SIGNAL_CLARITY_GATE=5.99%; BIOBASED_ION_EXCHANGE_TOKEN=5.55%; ALGINATE_HYDROGEL=4.65%,mutated,PASSED,OK,0.479956,0.888309,0.878839,0.0245,0.863232,0.773492,0.808989,0.876791,0.905236,0.266029,0.611761,0.766495,0.864597,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.046453152376717995, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.055521342834367285, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5991237234150074, ""SIGNAL_CLARITY_GATE"": 0.059936935708844334, ""CLEAN_CANVAS_SURFACE"": 0.23896484566506299}"
LAPIS_PURIFIER,3a3c1b0fb2850831,0.26342824,REPRODUCIBLE_SCENE_PROTOCOL=60.81%; CLEAN_CANVAS_SURFACE=22.38%; ALGINATE_HYDROGEL=5.88%; SIGNAL_CLARITY_GATE=5.82%; BIOBASED_ION_EXCHANGE_TOKEN=5.1%,mutated,PASSED,OK,0.478635,0.881651,0.877669,0.0245,0.860263,0.771653,0.810139,0.87159,0.906056,0.263428,0.603674,0.768689,0.859729,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.05883207479427546, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05097973031050856, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6081029437220993, ""SIGNAL_CLARITY_GATE"": 0.05824309603614737, ""CLEAN_CANVAS_SURFACE"": 0.22384215513696942}"
LAPIS_PURIFIER,d71ccdf7c3f3635a,0.2612844,REPRODUCIBLE_SCENE_PROTOCOL=59.93%; CLEAN_CANVAS_SURFACE=23.98%; BIOBASED_ION_EXCHANGE_TOKEN=5.71%; ALGINATE_HYDROGEL=5.67%; SIGNAL_CLARITY_GATE=4.71%,crossover,PASSED,OK,0.48032,0.878308,0.873519,0.0245,0.857083,0.769346,0.808086,0.86842,0.904425,0.261284,0.603019,0.762531,0.853095,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.05671274236517674, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05713411111331095, ""CLEAN_CANVAS_SURFACE"": 0.2397890848762555, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5993089024857758, ""SIGNAL_CLARITY_GATE"": 0.04705515915948105}"
LAPIS_PURIFIER,36ed50542c676866,0.26117635,REPRODUCIBLE_SCENE_PROTOCOL=59.52%; CLEAN_CANVAS_SURFACE=23.74%; ALGINATE_HYDROGEL=5.75%; BIOBASED_ION_EXCHANGE_TOKEN=5.52%; SIGNAL_CLARITY_GATE=5.47%,mutated,PASSED,OK,0.479812,0.878696,0.873375,0.0245,0.857242,0.769498,0.807688,0.869207,0.904467,0.261176,0.604215,0.761144,0.854347,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.057473470886417466, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05516131543817069, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5952387137389231, ""SIGNAL_CLARITY_GATE"": 0.054711218579046594, ""CLEAN_CANVAS_SURFACE"": 0.23741528135744216}"
